,provinceName,provinceEnglishName,province_zipCode,cityName,cityEnglishName,city_zipCode,confirmed,cured,dead,updateTime,updateDate,dailyNew_confirmed,dailyNew_dead,dailyNew_cured
39899,四川省,Sichuan,510000,成都,Chengdu,510100.0,73,9,1,2020-02-02 22:53:58.118,2020-02-02,1.0,0.0,6.0
39907,四川省,Sichuan,510000,攀枝花,Panzhihua,510400.0,9,0,0,2020-02-02 22:53:58.118,2020-02-02,2.0,0.0,0.0
39910,四川省,Sichuan,510000,泸州,Luzhou,510500.0,6,0,0,2020-02-02 22:53:58.118,2020-02-02,1.0,0.0,0.0
39913,四川省,Sichuan,510000,甘孜州,Garzê Tibetan Autonomous Prefecture,513300.0,5,0,0,2020-02-02 22:53:58.118,2020-02-02,0.0,0.0,0.0
39917,四川省,Sichuan,510000,眉山,Meishan,511400.0,2,0,0,2020-02-02 22:53:58.118,2020-02-02,0.0,0.0,0.0
39902,四川省,Sichuan,510000,绵阳,Mianyang,510700.0,14,1,0,2020-02-02 22:53:58.118,2020-02-02,2.0,0.0,1.0
39906,四川省,Sichuan,510000,自贡,Zigong,510300.0,9,0,0,2020-02-02 22:53:58.118,2020-02-02,0.0,0.0,0.0
39918,四川省,Sichuan,510000,资阳,Ziyang,512000.0,2,0,0,2020-02-02 22:53:58.118,2020-02-02,0.0,0.0,0.0
39905,四川省,Sichuan,510000,达州,Dazhou,511700.0,9,0,0,2020-02-02 22:53:58.118,2020-02-02,0.0,0.0,0.0
39911,四川省,Sichuan,510000,遂宁,Suining,510900.0,5,0,0,2020-02-02 22:53:58.118,2020-02-02,0.0,0.0,0.0
39919,四川省,Sichuan,510000,阿坝州,Ngawa Tibetan and Qiang Autonomous Prefecture,513200.0,1,0,0,2020-02-02 22:53:58.118,2020-02-02,0.0,0.0,0.0
39912,四川省,Sichuan,510000,雅安,Ya'an,511800.0,5,0,0,2020-02-02 22:53:58.118,2020-02-02,0.0,0.0,0.0
40130,天津市,Tianjin,120000,东丽区,Dongli District,120110.0,3,0,0,2020-02-02 19:41:58.021,2020-02-02,0.0,0.0,0.0
40133,天津市,Tianjin,120000,南开区,Nankai District,120104.0,2,0,0,2020-02-02 19:41:58.021,2020-02-02,0.0,0.0,0.0
40127,天津市,Tianjin,120000,和平区,Heping District,120101.0,4,0,0,2020-02-02 19:41:58.021,2020-02-02,1.0,0.0,0.0
40128,天津市,Tianjin,120000,外地来津人员,People from other cities,0.0,4,0,0,2020-02-02 19:41:58.021,2020-02-02,0.0,0.0,0.0
40131,天津市,Tianjin,120000,宁河区,Ninghe District,120117.0,3,0,0,2020-02-02 19:41:58.021,2020-02-02,1.0,0.0,0.0
40126,天津市,Tianjin,120000,宝坻区,Baodi District,120115.0,5,0,0,2020-02-02 19:41:58.021,2020-02-02,2.0,0.0,0.0
40125,天津市,Tianjin,120000,河东区,Hedong District,120102.0,9,1,0,2020-02-02 19:41:58.021,2020-02-02,3.0,0.0,1.0
40124,天津市,Tianjin,120000,河北区,Hebei District,120105.0,9,0,0,2020-02-02 19:41:58.021,2020-02-02,0.0,0.0,0.0
40129,天津市,Tianjin,120000,河西区,Hexi District,120103.0,3,0,0,2020-02-02 19:41:58.021,2020-02-02,0.0,0.0,0.0
40132,天津市,Tianjin,120000,滨海新区,Binhai New Area,120116.0,2,0,0,2020-02-02 19:41:58.021,2020-02-02,0.0,0.0,0.0
40135,天津市,Tianjin,120000,红桥区,Hongqiao District,120106.0,2,0,0,2020-02-02 19:41:58.021,2020-02-02,0.0,0.0,0.0
40134,天津市,Tianjin,120000,西青区,Xiqing District,120111.0,2,0,0,2020-02-02 19:41:58.021,2020-02-02,0.0,0.0,0.0
41299,宁夏回族自治区,Ningxia,640000,中卫,Zhongwei,640500.0,2,0,0,2020-02-02 09:39:12.622,2020-02-02,0.0,0.0,0.0
41298,宁夏回族自治区,Ningxia,640000,吴忠,Wuzhong,640300.0,7,0,0,2020-02-02 09:39:12.622,2020-02-02,1.0,0.0,0.0
41300,宁夏回族自治区,Ningxia,640000,固原,Guyuan,640400.0,2,0,0,2020-02-02 09:39:12.622,2020-02-02,0.0,0.0,0.0
41301,宁夏回族自治区,Ningxia,640000,宁东管委会,,0.0,1,0,0,2020-02-02 09:39:12.622,2020-02-02,0.0,0.0,0.0
41297,宁夏回族自治区,Ningxia,640000,银川,Yinchuan,640100.0,16,0,0,2020-02-02 09:39:12.622,2020-02-02,1.0,0.0,0.0
39936,安徽省,Anhui,340000,亳州,Bozhou,341600.0,30,2,0,2020-02-02 21:04:21.465,2020-02-02,5.0,0.0,0.0
39942,安徽省,Anhui,340000,六安,Lu'an,341500.0,13,1,0,2020-02-02 21:04:21.465,2020-02-02,0.0,0.0,0.0
39933,安徽省,Anhui,340000,合肥,Hefei,340100.0,59,2,0,2020-02-02 21:04:21.465,2020-02-02,0.0,0.0,0.0
39935,安徽省,Anhui,340000,安庆,Anqing,340800.0,43,0,0,2020-02-02 21:04:21.465,2020-02-02,12.0,0.0,0.0
39948,安徽省,Anhui,340000,宣城,Xuancheng,341800.0,4,1,0,2020-02-02 21:04:21.465,2020-02-02,0.0,0.0,1.0
39941,安徽省,Anhui,340000,宿州,Suzhou,341300.0,14,0,0,2020-02-02 21:04:21.465,2020-02-02,2.0,0.0,0.0
39945,安徽省,Anhui,340000,池州,Chizhou,341700.0,6,0,0,2020-02-02 21:04:21.465,2020-02-02,2.0,0.0,0.0
39946,安徽省,Anhui,340000,淮北,Huaibei,340600.0,6,0,0,2020-02-02 21:04:21.465,2020-02-02,0.0,0.0,0.0
39947,安徽省,Anhui,340000,淮南,Huainan,340400.0,6,0,0,2020-02-02 21:04:21.465,2020-02-02,0.0,0.0,0.0
39944,安徽省,Anhui,340000,滁州,Chuzhou,341100.0,6,0,0,2020-02-02 21:04:21.465,2020-02-02,0.0,0.0,0.0
39940,安徽省,Anhui,340000,芜湖,Wuhu,340200.0,16,1,0,2020-02-02 21:04:21.465,2020-02-02,1.0,0.0,1.0
39938,安徽省,Anhui,340000,蚌埠,Bengbu,340300.0,26,0,0,2020-02-02 21:04:21.465,2020-02-02,10.0,0.0,0.0
39939,安徽省,Anhui,340000,铜陵,Tongling,340700.0,16,0,0,2020-02-02 21:04:21.465,2020-02-02,0.0,0.0,0.0
39934,安徽省,Anhui,340000,阜阳,Fuyang,341200.0,59,0,0,2020-02-02 21:04:21.465,2020-02-02,12.0,0.0,0.0
39937,安徽省,Anhui,340000,马鞍山,Ma'anshan,340500.0,27,0,0,2020-02-02 21:04:21.465,2020-02-02,5.0,0.0,0.0
39943,安徽省,Anhui,340000,黄山,Huangshan,341000.0,9,0,0,2020-02-02 21:04:21.465,2020-02-02,0.0,0.0,0.0
40322,山东省,Shandong,370000,临沂,Linyi,371300.0,24,0,0,2020-02-02 18:23:15.451,2020-02-02,1.0,0.0,0.0
40321,山东省,Shandong,370000,威海,Weihai,371000.0,24,2,0,2020-02-02 18:23:15.451,2020-02-02,0.0,0.0,2.0
40326,山东省,Shandong,370000,德州,Dezhou,371400.0,19,1,0,2020-02-02 18:23:15.451,2020-02-02,2.0,0.0,0.0
40330,山东省,Shandong,370000,日照,Rizhao,371100.0,11,0,0,2020-02-02 18:23:15.451,2020-02-02,1.0,0.0,0.0
41419,山东省,Shandong,370000,未知地区,,0.0,0,1,0,2020-02-02 08:58:39.551,2020-02-02,0.0,0.0,-4.0
40327,山东省,Shandong,370000,枣庄,Zaozhuang,370400.0,15,0,0,2020-02-02 18:23:15.451,2020-02-02,3.0,0.0,0.0
40334,山东省,Shandong,370000,泰安,Tai'an,370900.0,9,0,0,2020-02-02 18:23:15.451,2020-02-02,3.0,0.0,0.0
40325,山东省,Shandong,370000,济南,Jinan,370100.0,19,0,0,2020-02-02 18:23:15.451,2020-02-02,1.0,0.0,0.0
40328,山东省,Shandong,370000,济宁,Jining,370800.0,14,1,0,2020-02-02 18:23:15.451,2020-02-02,3.0,0.0,0.0
40329,山东省,Shandong,370000,淄博,Zibo,370300.0,12,0,0,2020-02-02 18:23:15.451,2020-02-02,2.0,0.0,0.0
40332,山东省,Shandong,370000,滨州,Binzhou,371600.0,10,0,0,2020-02-02 18:23:15.451,2020-02-02,1.0,0.0,0.0
40331,山东省,Shandong,370000,潍坊,Weifang,370700.0,11,0,0,2020-02-02 18:23:15.451,2020-02-02,2.0,0.0,0.0
40324,山东省,Shandong,370000,烟台,Yantai,370600.0,20,0,0,2020-02-02 18:23:15.451,2020-02-02,0.0,0.0,0.0
40333,山东省,Shandong,370000,聊城,Liaocheng,371500.0,9,0,0,2020-02-02 18:23:15.451,2020-02-02,1.0,0.0,0.0
40335,山东省,Shandong,370000,菏泽,Heze,371700.0,9,0,0,2020-02-02 18:23:15.451,2020-02-02,1.0,0.0,0.0
40323,山东省,Shandong,370000,青岛,Qingdao,370200.0,24,1,0,2020-02-02 18:23:15.451,2020-02-02,3.0,0.0,0.0
40239,山西省,Shanxi,140000,临汾,Linfen,141000.0,1,0,0,2020-02-02 18:42:08.619,2020-02-02,0.0,0.0,0.0
40233,山西省,Shanxi,140000,吕梁,Lüliang,141100.0,5,0,0,2020-02-02 18:42:08.619,2020-02-02,0.0,0.0,0.0
40231,山西省,Shanxi,140000,大同,Datong,140200.0,8,0,0,2020-02-02 18:42:08.619,2020-02-02,2.0,0.0,0.0
40232,山西省,Shanxi,140000,太原,Taiyuan,140100.0,6,1,0,2020-02-02 18:42:08.619,2020-02-02,2.0,0.0,0.0
40237,山西省,Shanxi,140000,忻州,Xinzhou,140900.0,3,0,0,2020-02-02 18:42:08.619,2020-02-02,2.0,0.0,0.0
40229,山西省,Shanxi,140000,晋中,Jinzhong,140700.0,13,0,0,2020-02-02 18:42:08.619,2020-02-02,2.0,0.0,0.0
40236,山西省,Shanxi,140000,晋城,Jincheng,140500.0,3,0,0,2020-02-02 18:42:08.619,2020-02-02,1.0,0.0,0.0
40235,山西省,Shanxi,140000,朔州,Shuozhou,140600.0,3,0,0,2020-02-02 18:42:08.619,2020-02-02,0.0,0.0,0.0
40230,山西省,Shanxi,140000,运城,Yuncheng,140800.0,10,1,0,2020-02-02 18:42:08.619,2020-02-02,0.0,0.0,1.0
40234,山西省,Shanxi,140000,长治,Changzhi,140400.0,3,0,0,2020-02-02 18:42:08.619,2020-02-02,0.0,0.0,0.0
40238,山西省,Shanxi,140000,阳泉,Yangquan,140300.0,1,0,0,2020-02-02 18:42:08.619,2020-02-02,0.0,0.0,0.0
39999,广东省,Guangdong,440000,东莞,Dongguan,441900.0,27,0,0,2020-02-02 20:52:17.256,2020-02-02,6.0,0.0,0.0
40001,广东省,Guangdong,440000,中山,Zhongshan,442000.0,21,0,0,2020-02-02 20:52:17.256,2020-02-02,3.0,0.0,0.0
39998,广东省,Guangdong,440000,佛山,Foshan,440600.0,43,1,0,2020-02-02 20:52:17.256,2020-02-02,4.0,0.0,0.0
39996,广东省,Guangdong,440000,广州,Guangzhou,440100.0,179,3,0,2020-02-02 20:52:17.256,2020-02-02,29.0,0.0,0.0
40000,广东省,Guangdong,440000,惠州,Huizhou,441300.0,23,1,0,2020-02-02 20:52:17.256,2020-02-02,3.0,0.0,0.0
40008,广东省,Guangdong,440000,揭阳,Jieyang,445200.0,6,0,0,2020-02-02 20:52:17.256,2020-02-02,0.0,0.0,0.0
40006,广东省,Guangdong,440000,梅州,Meizhou,441400.0,7,0,0,2020-02-02 20:52:17.256,2020-02-02,1.0,0.0,0.0
40002,广东省,Guangdong,440000,汕头,Shantou,440500.0,15,0,0,2020-02-02 20:52:17.256,2020-02-02,1.0,0.0,0.0
40010,广东省,Guangdong,440000,汕尾,Shanwei,441500.0,4,0,0,2020-02-02 20:52:17.256,2020-02-02,0.0,0.0,0.0
40013,广东省,Guangdong,440000,江门,Jiangmen,440700.0,3,0,0,2020-02-02 20:52:17.256,2020-02-02,0.0,0.0,0.0
40014,广东省,Guangdong,440000,河源,Heyuan,441600.0,1,0,0,2020-02-02 20:52:17.256,2020-02-02,0.0,0.0,0.0
39995,广东省,Guangdong,440000,深圳,Shenzhen,440300.0,207,5,0,2020-02-02 20:52:17.256,2020-02-02,37.0,0.0,0.0
40007,广东省,Guangdong,440000,清远,Qingyuan,441800.0,6,2,0,2020-02-02 20:52:17.256,2020-02-02,0.0,0.0,1.0
40003,广东省,Guangdong,440000,湛江,Zhanjiang,440800.0,14,1,0,2020-02-02 20:52:17.256,2020-02-02,1.0,0.0,0.0
40011,广东省,Guangdong,440000,潮州,Chaozhou,445100.0,4,0,0,2020-02-02 20:52:17.256,2020-02-02,1.0,0.0,0.0
39997,广东省,Guangdong,440000,珠海,Zhuhai,440400.0,47,1,0,2020-02-02 20:52:17.256,2020-02-02,9.0,0.0,0.0
40005,广东省,Guangdong,440000,肇庆,Zhaoqing,441200.0,7,1,0,2020-02-02 20:52:17.256,2020-02-02,1.0,0.0,0.0
40012,广东省,Guangdong,440000,茂名,Maoming,440900.0,3,0,0,2020-02-02 20:52:17.256,2020-02-02,0.0,0.0,0.0
40004,广东省,Guangdong,440000,阳江,Yangjiang,441700.0,10,0,0,2020-02-02 20:52:17.256,2020-02-02,0.0,0.0,0.0
40009,广东省,Guangdong,440000,韶关,Shaoguan,440200.0,5,0,0,2020-02-02 20:52:17.256,2020-02-02,1.0,0.0,0.0
41527,广西壮族自治区,Guangxi,450000,北海,Beihai,450500.0,23,0,0,2020-02-02 08:15:43.465,2020-02-02,0.0,0.0,0.0
41529,广西壮族自治区,Guangxi,450000,南宁,Nanning,450100.0,16,0,0,2020-02-02 08:15:43.465,2020-02-02,0.0,0.0,0.0
41530,广西壮族自治区,Guangxi,450000,柳州,Liuzhou,450200.0,12,0,0,2020-02-02 08:15:43.465,2020-02-02,0.0,0.0,0.0
41528,广西壮族自治区,Guangxi,450000,桂林,Guilin,450300.0,23,0,0,2020-02-02 08:15:43.465,2020-02-02,2.0,0.0,0.0
41534,广西壮族自治区,Guangxi,450000,梧州,Wuzhou,450400.0,5,1,0,2020-02-02 08:15:43.465,2020-02-02,0.0,0.0,0.0
41533,广西壮族自治区,Guangxi,450000,河池,Hechi,451200.0,6,0,0,2020-02-02 08:15:43.465,2020-02-02,0.0,0.0,0.0
41532,广西壮族自治区,Guangxi,450000,玉林,Yulin,450900.0,7,0,0,2020-02-02 08:15:43.465,2020-02-02,2.0,0.0,0.0
41537,广西壮族自治区,Guangxi,450000,百色,Baise,451000.0,2,0,0,2020-02-02 08:15:43.465,2020-02-02,0.0,0.0,0.0
41535,广西壮族自治区,Guangxi,450000,贵港,Guigang,450800.0,4,0,0,2020-02-02 08:15:43.465,2020-02-02,,,
41536,广西壮族自治区,Guangxi,450000,贺州,Hezhou,451100.0,3,0,0,2020-02-02 08:15:43.465,2020-02-02,2.0,0.0,0.0
41538,广西壮族自治区,Guangxi,450000,钦州,Qinzhou,450700.0,2,0,0,2020-02-02 08:15:43.465,2020-02-02,1.0,0.0,0.0
41531,广西壮族自治区,Guangxi,450000,防城港,Fangchenggang,450600.0,8,1,0,2020-02-02 08:15:43.465,2020-02-02,0.0,0.0,0.0
41476,新疆维吾尔自治区,Xinjiang,650000,乌鲁木齐,Urumqi,650100.0,8,0,0,2020-02-02 08:43:18.807,2020-02-02,0.0,0.0,0.0
41477,新疆维吾尔自治区,Xinjiang,650000,伊犁州,Yili,654000.0,5,0,0,2020-02-02 08:43:18.807,2020-02-02,0.0,0.0,0.0
41479,新疆维吾尔自治区,Xinjiang,650000,吐鲁番,,650400.0,1,0,0,2020-02-02 08:43:18.807,2020-02-02,0.0,0.0,0.0
41480,新疆维吾尔自治区,Xinjiang,650000,第七师,,-1.0,1,0,0,2020-02-02 08:43:18.807,2020-02-02,0.0,0.0,0.0
41478,新疆维吾尔自治区,Xinjiang,650000,第九师,,0.0,4,0,0,2020-02-02 08:43:18.807,2020-02-02,3.0,0.0,0.0
41481,新疆维吾尔自治区,Xinjiang,650000,第八师,,0.0,1,0,0,2020-02-02 08:43:18.807,2020-02-02,0.0,0.0,0.0
41482,新疆维吾尔自治区,Xinjiang,650000,阿克苏,,652901.0,1,0,0,2020-02-02 08:43:18.807,2020-02-02,0.0,0.0,0.0
40112,江苏省,Jiangsu,320000,南京,Nanjing,320100.0,35,2,0,2020-02-02 19:43:03.214,2020-02-02,7.0,0.0,0.0
40115,江苏省,Jiangsu,320000,南通,Nantong,320600.0,17,0,0,2020-02-02 19:43:03.214,2020-02-02,5.0,0.0,0.0
40122,江苏省,Jiangsu,320000,宿迁,Suqian,321300.0,8,0,0,2020-02-02 19:43:03.214,2020-02-02,0.0,0.0,0.0
40117,江苏省,Jiangsu,320000,常州,Changzhou,320400.0,15,0,0,2020-02-02 19:43:03.214,2020-02-02,1.0,0.0,0.0
40113,江苏省,Jiangsu,320000,徐州,Xuzhou,320300.0,30,0,0,2020-02-02 19:43:03.214,2020-02-02,7.0,0.0,0.0
40120,江苏省,Jiangsu,320000,扬州,Yangzhou,321000.0,13,0,0,2020-02-02 19:43:03.214,2020-02-02,0.0,0.0,0.0
40114,江苏省,Jiangsu,320000,无锡,Wuxi,320200.0,19,0,0,2020-02-02 19:43:03.214,2020-02-02,6.0,0.0,0.0
40116,江苏省,Jiangsu,320000,泰州,Taizhou,321200.0,17,0,0,2020-02-02 19:43:03.214,2020-02-02,0.0,0.0,0.0
40121,江苏省,Jiangsu,320000,淮安,Huainan,320800.0,13,1,0,2020-02-02 19:43:03.214,2020-02-02,1.0,0.0,0.0
40118,江苏省,Jiangsu,320000,盐城,Yancheng,320900.0,15,0,0,2020-02-02 19:43:03.214,2020-02-02,2.0,0.0,0.0
40111,江苏省,Jiangsu,320000,苏州,Suzhou,320500.0,38,3,0,2020-02-02 19:43:03.214,2020-02-02,4.0,0.0,1.0
40119,江苏省,Jiangsu,320000,连云港,Lianyungang,320700.0,13,1,0,2020-02-02 19:43:03.214,2020-02-02,0.0,0.0,0.0
40123,江苏省,Jiangsu,320000,镇江,Zhenjiang,321100.0,3,0,0,2020-02-02 19:43:03.214,2020-02-02,1.0,0.0,0.0
39894,江西省,Jiangxi,360000,上饶,Shangrao,361100.0,19,1,0,2020-02-02 22:53:58.118,2020-02-02,3.0,0.0,0.0
39889,江西省,Jiangxi,360000,九江,Jiujiang,360400.0,55,2,0,2020-02-02 22:53:58.118,2020-02-02,12.0,0.0,2.0
39888,江西省,Jiangxi,360000,南昌,Nanchang,360100.0,89,1,0,2020-02-02 22:53:58.118,2020-02-02,6.0,0.0,0.0
39896,江西省,Jiangxi,360000,吉安,Ji'an,360800.0,12,1,0,2020-02-02 22:53:58.118,2020-02-02,1.0,0.0,0.0
39892,江西省,Jiangxi,360000,宜春,Yichun,360900.0,31,1,0,2020-02-02 22:53:58.118,2020-02-02,2.0,0.0,1.0
39893,江西省,Jiangxi,360000,抚州,Fuzhou,361000.0,24,0,0,2020-02-02 22:53:58.118,2020-02-02,6.0,0.0,0.0
39890,江西省,Jiangxi,360000,新余,Xinyu,360500.0,43,3,0,2020-02-02 22:53:58.118,2020-02-02,3.0,0.0,1.0
39898,江西省,Jiangxi,360000,景德镇,Jingdezhen,360200.0,3,1,0,2020-02-02 22:53:58.118,2020-02-02,0.0,0.0,0.0
39895,江西省,Jiangxi,360000,萍乡,Pingxiang,360300.0,15,1,0,2020-02-02 22:53:58.118,2020-02-02,6.0,0.0,0.0
39891,江西省,Jiangxi,360000,赣州,Ganzhou,360700.0,34,1,0,2020-02-02 22:53:58.118,2020-02-02,4.0,0.0,1.0
39897,江西省,Jiangxi,360000,鹰潭,Yingtan,360600.0,8,0,0,2020-02-02 22:53:58.118,2020-02-02,4.0,0.0,0.0
41202,河北省,Hebei,130000,保定,Baoding,130600.0,13,2,0,2020-02-02 10:48:30.554,2020-02-02,2.0,0.0,2.0
41205,河北省,Hebei,130000,唐山,Tangshan,130200.0,11,0,0,2020-02-02 10:48:30.554,2020-02-02,3.0,0.0,0.0
41203,河北省,Hebei,130000,廊坊,Langfang,131000.0,11,1,0,2020-02-02 10:48:30.554,2020-02-02,0.0,0.0,1.0
41207,河北省,Hebei,130000,张家口,Zhangjiakou,130700.0,9,0,0,2020-02-02 10:48:30.554,2020-02-02,1.0,0.0,0.0
41209,河北省,Hebei,130000,承德,Chengde,130800.0,2,0,0,2020-02-02 10:48:30.554,2020-02-02,0.0,0.0,0.0
41200,河北省,Hebei,130000,沧州,Cangzhou,130900.0,19,0,1,2020-02-02 10:48:30.554,2020-02-02,0.0,0.0,0.0
41201,河北省,Hebei,130000,石家庄,Shijiazhuang,130100.0,13,0,0,2020-02-02 10:48:30.554,2020-02-02,1.0,0.0,0.0
41210,河北省,Hebei,130000,秦皇岛,Qinhuangdao,130300.0,1,0,0,2020-02-02 10:48:30.554,2020-02-02,0.0,0.0,0.0
41208,河北省,Hebei,130000,衡水,Hengshui,131100.0,4,0,0,2020-02-02 10:48:30.554,2020-02-02,0.0,0.0,0.0
41206,河北省,Hebei,130000,邢台,Xingtai,130500.0,10,0,0,2020-02-02 10:48:30.554,2020-02-02,0.0,0.0,0.0
41204,河北省,Hebei,130000,邯郸,Handan,130400.0,11,0,0,2020-02-02 10:48:30.554,2020-02-02,1.0,0.0,0.0
39861,河南省,Henan,410000,三门峡,Sanmenxia,411200.0,7,0,0,2020-02-02 23:37:15.069,2020-02-02,0.0,0.0,0.0
39845,河南省,Henan,410000,信阳,Xinyang,411500.0,88,4,0,2020-02-02 23:37:15.069,2020-02-02,18.0,0.0,4.0
39847,河南省,Henan,410000,南阳,Nanyang,411300.0,62,1,2,2020-02-02 23:37:15.069,2020-02-02,-4.0,0.0,1.0
39849,河南省,Henan,410000,周口,Zhoukou,411600.0,40,1,0,2020-02-02 23:37:15.069,2020-02-02,2.0,0.0,0.0
39850,河南省,Henan,410000,商丘,Shangqiu,411400.0,36,0,0,2020-02-02 23:37:15.069,2020-02-02,7.0,0.0,0.0
39851,河南省,Henan,410000,安阳,Anyang,410500.0,24,0,0,2020-02-02 23:37:15.069,2020-02-02,0.0,0.0,0.0
39854,河南省,Henan,410000,平顶山,Pingdingshan,410400.0,14,0,0,2020-02-02 23:37:15.069,2020-02-02,3.0,0.0,0.0
39857,河南省,Henan,410000,开封,Kaifeng,410200.0,11,0,0,2020-02-02 23:37:15.069,2020-02-02,3.0,0.0,0.0
39852,河南省,Henan,410000,新乡,Xinxiang,410700.0,21,0,0,2020-02-02 23:37:15.069,2020-02-02,0.0,0.0,0.0
41475,河南省,Henan,410000,未知地区,,0.0,0,2,0,2020-02-02 08:48:50.903,2020-02-02,0.0,0.0,1.0
39859,河南省,Henan,410000,永城,,411481.0,8,0,0,2020-02-02 23:37:15.069,2020-02-02,1.0,0.0,0.0
39860,河南省,Henan,410000,洛阳,Luoyang,410300.0,7,0,0,2020-02-02 23:37:15.069,2020-02-02,2.0,0.0,0.0
39865,河南省,Henan,410000,滑县,,410526.0,1,0,0,2020-02-02 23:37:15.069,2020-02-02,0.0,0.0,0.0
39853,河南省,Henan,410000,漯河,Luohe,411100.0,16,0,0,2020-02-02 23:37:15.069,2020-02-02,2.0,0.0,0.0
39863,河南省,Henan,410000,濮阳,Puyang,410900.0,3,0,0,2020-02-02 23:37:15.069,2020-02-02,0.0,0.0,0.0
39862,河南省,Henan,410000,焦作,Jiaozuo,410800.0,7,0,0,2020-02-02 23:37:15.069,2020-02-02,5.0,0.0,0.0
39856,河南省,Henan,410000,许昌,Xuchang,411000.0,13,0,0,2020-02-02 23:37:15.069,2020-02-02,1.0,0.0,0.0
39855,河南省,Henan,410000,邓州,,411381.0,14,0,0,2020-02-02 23:37:15.069,2020-02-02,,,
39846,河南省,Henan,410000,郑州,Zhengzhou,410100.0,65,2,0,2020-02-02 23:37:15.069,2020-02-02,9.0,0.0,1.0
39864,河南省,Henan,410000,长垣,,0.0,2,0,0,2020-02-02 23:37:15.069,2020-02-02,0.0,0.0,0.0
39848,河南省,Henan,410000,驻马店,Zhumadian,411700.0,46,0,0,2020-02-02 23:37:15.069,2020-02-02,6.0,0.0,0.0
39858,河南省,Henan,410000,鹤壁,Hebi,410600.0,8,0,0,2020-02-02 23:37:15.069,2020-02-02,2.0,0.0,0.0
39991,浙江省,Zhejiang,330000,丽水,Lishui,331100.0,14,1,0,2020-02-02 20:52:17.256,2020-02-02,6.0,0.0,0.0
39986,浙江省,Zhejiang,330000,台州,Taizhou,331000.0,100,7,0,2020-02-02 20:52:17.256,2020-02-02,5.0,0.0,3.0
39990,浙江省,Zhejiang,330000,嘉兴,Jiaxing,330400.0,19,0,0,2020-02-02 20:52:17.256,2020-02-02,1.0,0.0,0.0
39987,浙江省,Zhejiang,330000,宁波,Ningbo,330200.0,66,1,0,2020-02-02 20:52:17.256,2020-02-02,11.0,0.0,0.0
39985,浙江省,Zhejiang,330000,杭州,Hangzhou,330100.0,110,2,0,2020-02-02 20:52:17.256,2020-02-02,12.0,0.0,-1.0
39984,浙江省,Zhejiang,330000,温州,Wenzhou,330300.0,265,15,0,2020-02-02 20:52:17.256,2020-02-02,24.0,0.0,7.0
39994,浙江省,Zhejiang,330000,湖州,Huzhou,330500.0,6,0,0,2020-02-02 20:52:17.256,2020-02-02,0.0,0.0,0.0
39989,浙江省,Zhejiang,330000,绍兴,Shaoxing,330600.0,27,1,0,2020-02-02 20:52:17.256,2020-02-02,3.0,0.0,1.0
39993,浙江省,Zhejiang,330000,舟山,Zhoushan,330900.0,7,1,0,2020-02-02 20:52:17.256,2020-02-02,0.0,0.0,0.0
39992,浙江省,Zhejiang,330000,衢州,Quzhou,330800.0,13,0,0,2020-02-02 20:52:17.256,2020-02-02,0.0,0.0,0.0
39988,浙江省,Zhejiang,330000,金华,Jinhua,330700.0,34,4,0,2020-02-02 20:52:17.256,2020-02-02,0.0,0.0,1.0
39834,海南省,Hainan,460000,万宁,Wanning,469006.0,8,0,0,2020-02-02 23:47:32.964,2020-02-02,0.0,0.0,0.0
39832,海南省,Hainan,460000,三亚,Sanya,460200.0,17,3,0,2020-02-02 23:47:32.964,2020-02-02,2.0,0.0,2.0
39840,海南省,Hainan,460000,东方,Dongfang,469007.0,1,0,0,2020-02-02 23:47:32.964,2020-02-02,0.0,0.0,0.0
39838,海南省,Hainan,460000,临高,Lingao County,469024.0,4,0,0,2020-02-02 23:47:32.964,2020-02-02,1.0,0.0,0.0
39844,海南省,Hainan,460000,乐东,Ledong Li Autonomous County,469027.0,1,0,0,2020-02-02 23:47:32.964,2020-02-02,0.0,0.0,0.0
39835,海南省,Hainan,460000,儋州,Danzhou,460400.0,6,0,0,2020-02-02 23:47:32.964,2020-02-02,0.0,0.0,0.0
39842,海南省,Hainan,460000,定安,Ding'an County,469021.0,1,0,0,2020-02-02 23:47:32.964,2020-02-02,0.0,0.0,0.0
39843,海南省,Hainan,460000,昌江,Changjiang Li Autonomous County,469026.0,1,0,0,2020-02-02 23:47:32.964,2020-02-02,0.0,0.0,0.0
39833,海南省,Hainan,460000,海口,Haikou,460100.0,11,0,0,2020-02-02 23:47:32.964,2020-02-02,0.0,0.0,0.0
39839,海南省,Hainan,460000,澄迈,Chengmai County,469023.0,2,0,1,2020-02-02 23:47:32.964,2020-02-02,0.0,0.0,0.0
39841,海南省,Hainan,460000,琼中,Qiongzhong Li and Miao Autonomous County,469030.0,1,0,0,2020-02-02 23:47:32.964,2020-02-02,0.0,0.0,0.0
39836,海南省,Hainan,460000,琼海,Qionghai,469002.0,6,0,0,2020-02-02 23:47:32.964,2020-02-02,1.0,0.0,0.0
39837,海南省,Hainan,460000,陵水,Lingshui Li Autonomous County,469028.0,5,0,0,2020-02-02 23:47:32.964,2020-02-02,0.0,0.0,0.0
40027,湖北省,Hubei,420000,仙桃,Xiantao,429004.0,140,0,3,2020-02-02 20:50:05.247,2020-02-02,43.0,2.0,0.0
