,provinceName,provinceEnglishName,province_zipCode,cityName,cityEnglishName,city_zipCode,confirmed,cured,dead,updateTime,updateDate,dailyNew_confirmed,dailyNew_dead,dailyNew_cured
23488,内蒙古自治区,Neimenggu,150000,包头,Baotou,150200.0,11,0,0,2020-02-10 11:27:27.860,2020-02-10,1.0,0.0,0.0
23492,内蒙古自治区,Neimenggu,150000,呼伦贝尔,Hulunbuir,150700.0,5,1,0,2020-02-10 11:27:27.860,2020-02-10,0.0,0.0,0.0
23489,内蒙古自治区,Neimenggu,150000,呼和浩特,Hohhot,150100.0,7,0,0,2020-02-10 11:27:27.860,2020-02-10,0.0,0.0,0.0
23490,内蒙古自治区,Neimenggu,150000,巴彦淖尔,Bayannur,150800.0,6,0,0,2020-02-10 11:27:27.860,2020-02-10,0.0,0.0,0.0
23493,内蒙古自治区,Neimenggu,150000,赤峰,Chifeng,150400.0,4,1,0,2020-02-10 11:27:27.860,2020-02-10,0.0,0.0,0.0
23491,内蒙古自治区,Neimenggu,150000,通辽,Tongliao,150500.0,6,0,0,2020-02-10 11:27:27.860,2020-02-10,3.0,0.0,0.0
23487,内蒙古自治区,Neimenggu,150000,鄂尔多斯,Ordos,150600.0,11,2,0,2020-02-10 11:27:27.860,2020-02-10,0.0,0.0,0.0
23495,内蒙古自治区,Neimenggu,150000,锡林郭勒盟,Linguolexi,152500.0,2,1,0,2020-02-10 11:27:27.860,2020-02-10,0.0,0.0,0.0
23509,北京市,Beijing,110000,东城区,Dongcheng District,110101.0,9,0,0,2020-02-10 11:12:14.709,2020-02-10,0.0,0.0,0.0
23502,北京市,Beijing,110000,丰台区,Fengtai District,110106.0,30,3,0,2020-02-10 11:12:14.709,2020-02-10,3.0,0.0,0.0
23503,北京市,Beijing,110000,外地来京人员,People from other cities,-1.0,25,2,0,2020-02-10 11:12:14.709,2020-02-10,1.0,0.0,0.0
23501,北京市,Beijing,110000,大兴区,Daxing District,110115.0,36,2,0,2020-02-10 11:12:14.709,2020-02-10,1.0,0.0,0.0
23511,北京市,Beijing,110000,密云区,Miyun District,110118.0,6,0,0,2020-02-10 11:12:14.709,2020-02-10,1.0,0.0,0.0
23513,北京市,Beijing,110000,延庆区,Yanqing District,110119.0,1,0,0,2020-02-10 11:12:14.709,2020-02-10,0.0,0.0,0.0
23514,北京市,Beijing,110000,待明确地区,Area not defined,0.0,0,36,2,2020-02-10 11:12:14.709,2020-02-10,0.0,2.0,35.0
23510,北京市,Beijing,110000,怀柔区,Huairou District,110116.0,7,0,0,2020-02-10 11:12:14.709,2020-02-10,0.0,0.0,0.0
23506,北京市,Beijing,110000,房山区,Fangshan District,110111.0,14,0,0,2020-02-10 11:12:14.709,2020-02-10,0.0,0.0,0.0
23504,北京市,Beijing,110000,昌平区,Changping District,110114.0,18,0,0,2020-02-10 11:12:14.709,2020-02-10,1.0,0.0,0.0
23498,北京市,Beijing,110000,朝阳区,Chaoyang District,110105.0,56,0,0,2020-02-10 11:12:14.709,2020-02-10,1.0,0.0,0.0
23499,北京市,Beijing,110000,海淀区,Haidian District,110108.0,54,0,0,2020-02-10 11:12:14.709,2020-02-10,2.0,0.0,0.0
23507,北京市,Beijing,110000,石景山区,Shijingshan District,110107.0,13,0,0,2020-02-10 11:12:14.709,2020-02-10,0.0,0.0,0.0
23500,北京市,Beijing,110000,西城区,Xicheng District,110102.0,39,0,0,2020-02-10 11:12:14.709,2020-02-10,1.0,0.0,0.0
23505,北京市,Beijing,110000,通州区,Tongzhou District,110112.0,16,1,0,2020-02-10 11:12:14.709,2020-02-10,0.0,0.0,0.0
23512,北京市,Beijing,110000,门头沟区,Mentougou District,110109.0,3,0,0,2020-02-10 11:12:14.709,2020-02-10,0.0,0.0,0.0
23508,北京市,Beijing,110000,顺义区,Shunyi District,110113.0,10,0,0,2020-02-10 11:12:14.709,2020-02-10,0.0,0.0,0.0
22229,吉林省,Jilin,220000,公主岭,Gongzhuling,220381.0,6,1,0,2020-02-10 22:02:32.419,2020-02-10,0.0,0.0,0.0
22231,吉林省,Jilin,220000,吉林市,Jilin,220200.0,5,2,0,2020-02-10 22:02:32.419,2020-02-10,0.0,0.0,0.0
22228,吉林省,Jilin,220000,四平市,Siping,220300.0,12,1,1,2020-02-10 22:02:32.419,2020-02-10,0.0,0.0,1.0
22232,吉林省,Jilin,220000,延边,Yanbian,222400.0,5,2,0,2020-02-10 22:02:32.419,2020-02-10,0.0,0.0,0.0
22234,吉林省,Jilin,220000,松原,Songyuan,220700.0,2,1,0,2020-02-10 22:02:32.419,2020-02-10,0.0,0.0,0.0
22235,吉林省,Jilin,220000,梅河口,Meihekou,220581.0,1,0,0,2020-02-10 22:02:32.419,2020-02-10,0.0,0.0,0.0
22236,吉林省,Jilin,220000,白城,Baicheng,220800.0,1,0,0,2020-02-10 22:02:32.419,2020-02-10,0.0,0.0,0.0
22230,吉林省,Jilin,220000,辽源,Liaoyuan,220400.0,6,0,0,2020-02-10 22:02:32.419,2020-02-10,0.0,0.0,0.0
22233,吉林省,Jilin,220000,通化,Tonghua,220500.0,3,0,0,2020-02-10 22:02:32.419,2020-02-10,0.0,0.0,0.0
22227,吉林省,Jilin,220000,长春,Changchun,220100.0,39,6,0,2020-02-10 22:02:32.419,2020-02-10,2.0,0.0,0.0
22521,四川省,Sichuan,510000,乐山,Leshan,511100.0,3,0,0,2020-02-10 17:55:40.712,2020-02-10,0.0,0.0,0.0
22511,四川省,Sichuan,510000,内江,Neijiang,511000.0,17,2,0,2020-02-10 17:55:40.712,2020-02-10,0.0,0.0,0.0
22515,四川省,Sichuan,510000,凉山州,Liangshan Yi Autonomous Prefecture,513400.0,10,1,0,2020-02-10 17:55:40.712,2020-02-10,1.0,0.0,0.0
22504,四川省,Sichuan,510000,南充,Nanchong,511300.0,33,4,0,2020-02-10 17:55:40.712,2020-02-10,1.0,0.0,2.0
22517,四川省,Sichuan,510000,宜宾,Yibin,511500.0,9,3,0,2020-02-10 17:55:40.712,2020-02-10,0.0,0.0,0.0
22508,四川省,Sichuan,510000,巴中,Bazhong,511900.0,22,1,0,2020-02-10 17:55:40.712,2020-02-10,1.0,0.0,0.0
22520,四川省,Sichuan,510000,广元,Guangyuan,510800.0,6,1,0,2020-02-10 17:55:40.712,2020-02-10,0.0,0.0,0.0
22505,四川省,Sichuan,510000,广安,Guang'an,511600.0,28,3,0,2020-02-10 17:55:40.712,2020-02-10,0.0,0.0,0.0
22512,四川省,Sichuan,510000,德阳,Deyang,510600.0,16,0,0,2020-02-10 17:55:40.712,2020-02-10,0.0,0.0,0.0
22503,四川省,Sichuan,510000,成都,Chengdu,510100.0,123,39,1,2020-02-10 17:55:40.712,2020-02-10,3.0,0.0,4.0
22513,四川省,Sichuan,510000,攀枝花,Panzhihua,510400.0,13,5,0,2020-02-10 17:55:40.712,2020-02-10,0.0,0.0,0.0
22510,四川省,Sichuan,510000,泸州,Luzhou,510500.0,17,2,0,2020-02-10 17:55:40.712,2020-02-10,1.0,0.0,0.0
22507,四川省,Sichuan,510000,甘孜州,Garzê Tibetan Autonomous Prefecture,513300.0,23,2,0,2020-02-10 17:55:40.712,2020-02-10,6.0,0.0,2.0
22518,四川省,Sichuan,510000,眉山,Meishan,511400.0,7,1,0,2020-02-10 17:55:40.712,2020-02-10,0.0,0.0,0.0
22509,四川省,Sichuan,510000,绵阳,Mianyang,510700.0,21,4,0,2020-02-10 17:55:40.712,2020-02-10,1.0,0.0,0.0
22516,四川省,Sichuan,510000,自贡,Zigong,510300.0,9,2,0,2020-02-10 17:55:40.712,2020-02-10,0.0,0.0,0.0
22522,四川省,Sichuan,510000,资阳,Ziyang,512000.0,3,1,0,2020-02-10 17:55:40.712,2020-02-10,0.0,0.0,0.0
22506,四川省,Sichuan,510000,达州,Dazhou,511700.0,28,5,0,2020-02-10 17:55:40.712,2020-02-10,3.0,0.0,0.0
22514,四川省,Sichuan,510000,遂宁,Suining,510900.0,10,2,0,2020-02-10 17:55:40.712,2020-02-10,2.0,0.0,0.0
22523,四川省,Sichuan,510000,阿坝州,Ngawa Tibetan and Qiang Autonomous Prefecture,513200.0,1,0,0,2020-02-10 17:55:40.712,2020-02-10,0.0,0.0,0.0
22519,四川省,Sichuan,510000,雅安,Ya'an,511800.0,6,2,0,2020-02-10 17:55:40.712,2020-02-10,0.0,0.0,1.0
22209,天津市,Tianjin,120000,东丽区,Dongli District,120110.0,4,0,0,2020-02-10 22:16:43.858,2020-02-10,0.0,0.0,0.0
22214,天津市,Tianjin,120000,北辰区,Beichen District,120113.0,1,0,0,2020-02-10 22:16:43.858,2020-02-10,0.0,0.0,0.0
22211,天津市,Tianjin,120000,南开区,Nankai District,120104.0,3,0,0,2020-02-10 22:16:43.858,2020-02-10,0.0,0.0,0.0
22204,天津市,Tianjin,120000,和平区,Heping District,120101.0,6,1,0,2020-02-10 22:16:43.858,2020-02-10,0.0,0.0,0.0
22205,天津市,Tianjin,120000,外地来津人员,People from other cities,0.0,6,0,0,2020-02-10 22:16:43.858,2020-02-10,0.0,0.0,0.0
22208,天津市,Tianjin,120000,宁河区,Ninghe District,120117.0,4,0,0,2020-02-10 22:16:43.858,2020-02-10,0.0,0.0,0.0
22201,天津市,Tianjin,120000,宝坻区,Baodi District,120115.0,35,0,1,2020-02-10 22:16:43.858,2020-02-10,4.0,0.0,0.0
22215,天津市,Tianjin,120000,武清区,Wuqing District,120114.0,1,0,0,2020-02-10 22:16:43.858,2020-02-10,0.0,0.0,0.0
22202,天津市,Tianjin,120000,河东区,Hedong District,120102.0,11,1,0,2020-02-10 22:16:43.858,2020-02-10,1.0,0.0,0.0
22203,天津市,Tianjin,120000,河北区,Hebei District,120105.0,10,1,0,2020-02-10 22:16:43.858,2020-02-10,0.0,0.0,0.0
22206,天津市,Tianjin,120000,河西区,Hexi District,120103.0,4,0,0,2020-02-10 22:16:43.858,2020-02-10,0.0,0.0,0.0
22213,天津市,Tianjin,120000,津南区,Jinnan District,120112.0,1,4,0,2020-02-10 22:16:43.858,2020-02-10,0.0,0.0,4.0
22210,天津市,Tianjin,120000,滨海新区,Binhai New Area,120116.0,3,0,0,2020-02-10 22:16:43.858,2020-02-10,0.0,0.0,0.0
22212,天津市,Tianjin,120000,红桥区,Hongqiao District,120106.0,2,1,0,2020-02-10 22:16:43.858,2020-02-10,0.0,0.0,0.0
22207,天津市,Tianjin,120000,西青区,Xiqing District,120111.0,4,0,0,2020-02-10 22:16:43.858,2020-02-10,0.0,0.0,0.0
23626,宁夏回族自治区,Ningxia,640000,中卫,Zhongwei,640500.0,3,2,0,2020-02-10 09:40:50.587,2020-02-10,0.0,0.0,0.0
23625,宁夏回族自治区,Ningxia,640000,吴忠,Wuzhong,640300.0,13,4,0,2020-02-10 09:40:50.587,2020-02-10,3.0,0.0,0.0
23627,宁夏回族自治区,Ningxia,640000,固原,Guyuan,640400.0,3,2,0,2020-02-10 09:40:50.587,2020-02-10,1.0,0.0,0.0
23628,宁夏回族自治区,Ningxia,640000,宁东,Ningdong County,0.0,1,0,0,2020-02-10 09:40:50.587,2020-02-10,0.0,0.0,0.0
23629,宁夏回族自治区,Ningxia,640000,石嘴山,Shizuishan,640200.0,1,0,0,2020-02-10 09:40:50.587,2020-02-10,0.0,0.0,0.0
23624,宁夏回族自治区,Ningxia,640000,银川,Yinchuan,640100.0,28,5,0,2020-02-10 09:40:50.587,2020-02-10,0.0,0.0,0.0
22882,安徽省,Anhui,340000,亳州,Bozhou,341600.0,92,7,0,2020-02-10 15:19:58.859,2020-02-10,5.0,0.0,2.0
22884,安徽省,Anhui,340000,六安,Lu'an,341500.0,57,3,0,2020-02-10 15:19:58.859,2020-02-10,3.0,0.0,1.0
22879,安徽省,Anhui,340000,合肥,Hefei,340100.0,147,15,0,2020-02-10 15:19:58.859,2020-02-10,11.0,0.0,4.0
22883,安徽省,Anhui,340000,安庆,Anqing,340800.0,78,15,0,2020-02-10 15:19:58.859,2020-02-10,3.0,0.0,3.0
22894,安徽省,Anhui,340000,宣城,Xuancheng,341800.0,6,2,0,2020-02-10 15:19:58.859,2020-02-10,1.0,0.0,0.0
22886,安徽省,Anhui,340000,宿州,Suzhou,341300.0,31,3,0,2020-02-10 15:19:58.859,2020-02-10,3.0,0.0,1.0
22891,安徽省,Anhui,340000,池州,Chizhou,341700.0,15,3,0,2020-02-10 15:19:58.859,2020-02-10,3.0,0.0,2.0
22889,安徽省,Anhui,340000,淮北,Huaibei,340600.0,23,5,0,2020-02-10 15:19:58.859,2020-02-10,0.0,0.0,1.0
22890,安徽省,Anhui,340000,淮南,Huainan,340400.0,23,4,0,2020-02-10 15:19:58.859,2020-02-10,1.0,0.0,0.0
22892,安徽省,Anhui,340000,滁州,Chuzhou,341100.0,12,3,0,2020-02-10 15:19:58.859,2020-02-10,1.0,0.0,1.0
22887,安徽省,Anhui,340000,芜湖,Wuhu,340200.0,30,3,0,2020-02-10 15:19:58.859,2020-02-10,1.0,0.0,0.0
22880,安徽省,Anhui,340000,蚌埠,Bengbu,340300.0,126,2,3,2020-02-10 15:19:58.859,2020-02-10,11.0,2.0,1.0
22888,安徽省,Anhui,340000,铜陵,Tongling,340700.0,25,7,0,2020-02-10 15:19:58.859,2020-02-10,1.0,0.0,0.0
22881,安徽省,Anhui,340000,阜阳,Fuyang,341200.0,125,13,0,2020-02-10 15:19:58.859,2020-02-10,7.0,0.0,0.0
22885,安徽省,Anhui,340000,马鞍山,Ma'anshan,340500.0,31,2,0,2020-02-10 15:19:58.859,2020-02-10,0.0,0.0,0.0
22893,安徽省,Anhui,340000,黄山,Huangshan,341000.0,9,1,0,2020-02-10 15:19:58.859,2020-02-10,0.0,0.0,0.0
22619,山东省,Shandong,370000,临沂,Linyi,371300.0,42,6,0,2020-02-10 17:26:09.508,2020-02-10,2.0,0.0,-1.0
22623,山东省,Shandong,370000,威海,Weihai,371000.0,35,8,0,2020-02-10 17:26:09.508,2020-02-10,1.0,0.0,0.0
22625,山东省,Shandong,370000,德州,Dezhou,371400.0,32,6,0,2020-02-10 17:26:09.508,2020-02-10,2.0,0.0,2.0
22630,山东省,Shandong,370000,日照,Rizhao,371100.0,15,2,0,2020-02-10 17:26:09.508,2020-02-10,0.0,0.0,0.0
22627,山东省,Shandong,370000,枣庄,Zaozhuang,370400.0,21,1,0,2020-02-10 17:26:09.508,2020-02-10,0.0,0.0,0.0
22626,山东省,Shandong,370000,泰安,Tai'an,370900.0,31,1,0,2020-02-10 17:26:09.508,2020-02-10,7.0,0.0,0.0
22618,山东省,Shandong,370000,济南,Jinan,370100.0,44,7,0,2020-02-10 17:26:09.508,2020-02-10,1.0,0.0,0.0
22621,山东省,Shandong,370000,济宁,Jining,370800.0,39,8,0,2020-02-10 17:26:09.508,2020-02-10,0.0,0.0,0.0
22628,山东省,Shandong,370000,淄博,Zibo,370300.0,17,1,0,2020-02-10 17:26:09.508,2020-02-10,1.0,0.0,0.0
22631,山东省,Shandong,370000,滨州,Binzhou,371600.0,11,5,0,2020-02-10 17:26:09.508,2020-02-10,0.0,0.0,1.0
22622,山东省,Shandong,370000,潍坊,Weifang,370700.0,37,1,0,2020-02-10 17:26:09.508,2020-02-10,1.0,0.0,0.0
22620,山东省,Shandong,370000,烟台,Yantai,370600.0,39,3,0,2020-02-10 17:26:09.508,2020-02-10,2.0,0.0,0.0
22624,山东省,Shandong,370000,聊城,Liaocheng,371500.0,34,2,0,2020-02-10 17:26:09.508,2020-02-10,1.0,0.0,0.0
22629,山东省,Shandong,370000,菏泽,Heze,371700.0,16,5,0,2020-02-10 17:26:09.508,2020-02-10,0.0,0.0,1.0
22617,山东省,Shandong,370000,青岛,Qingdao,370200.0,53,10,1,2020-02-10 17:26:09.508,2020-02-10,4.0,0.0,0.0
23897,山西省,Shanxi,140000,临汾,Linfen,141000.0,2,1,0,2020-02-10 07:37:03.848,2020-02-10,0.0,0.0,0.0
23895,山西省,Shanxi,140000,吕梁,Lüliang,141100.0,6,3,0,2020-02-10 07:37:03.848,2020-02-10,0.0,0.0,0.0
23890,山西省,Shanxi,140000,大同,Datong,140200.0,11,3,0,2020-02-10 07:37:03.848,2020-02-10,0.0,0.0,0.0
23889,山西省,Shanxi,140000,太原,Taiyuan,140100.0,17,3,0,2020-02-10 07:37:03.848,2020-02-10,2.0,0.0,2.0
23894,山西省,Shanxi,140000,忻州,Xinzhou,140900.0,7,0,0,2020-02-10 07:37:03.848,2020-02-10,1.0,0.0,0.0
23887,山西省,Shanxi,140000,晋中,Jinzhong,140700.0,32,8,0,2020-02-10 07:37:03.848,2020-02-10,0.0,0.0,2.0
23891,山西省,Shanxi,140000,晋城,Jincheng,140500.0,8,2,0,2020-02-10 07:37:03.848,2020-02-10,0.0,0.0,0.0
23893,山西省,Shanxi,140000,朔州,Shuozhou,140600.0,7,1,0,2020-02-10 07:37:03.848,2020-02-10,1.0,0.0,-1.0
23888,山西省,Shanxi,140000,运城,Yuncheng,140800.0,18,4,0,2020-02-10 07:37:03.848,2020-02-10,0.0,0.0,0.0
23892,山西省,Shanxi,140000,长治,Changzhi,140400.0,7,0,0,2020-02-10 07:37:03.848,2020-02-10,0.0,0.0,0.0
23896,山西省,Shanxi,140000,阳泉,Yangquan,140300.0,4,0,0,2020-02-10 07:37:03.848,2020-02-10,0.0,0.0,0.0
22334,广东省,Guangdong,440000,东莞,Dongguan,441900.0,60,3,0,2020-02-10 21:36:08.643,2020-02-10,2.0,0.0,0.0
22335,广东省,Guangdong,440000,中山,Zhongshan,442000.0,56,14,0,2020-02-10 21:36:08.643,2020-02-10,5.0,0.0,0.0
22333,广东省,Guangdong,440000,佛山,Foshan,440600.0,70,4,0,2020-02-10 21:36:08.643,2020-02-10,3.0,0.0,0.0
22331,广东省,Guangdong,440000,广州,Guangzhou,440100.0,314,43,0,2020-02-10 21:36:08.643,2020-02-10,7.0,0.0,2.0
22350,广东省,Guangdong,440000,待明确地区,Area not defined,0.0,0,1,0,2020-02-10 21:36:08.643,2020-02-10,0.0,-2.0,-35.0
22336,广东省,Guangdong,440000,惠州,Huizhou,441300.0,52,4,0,2020-02-10 21:36:08.643,2020-02-10,4.0,0.0,3.0
22345,广东省,Guangdong,440000,揭阳,Jieyang,445200.0,7,1,0,2020-02-10 21:36:08.643,2020-02-10,0.0,0.0,0.0
22342,广东省,Guangdong,440000,梅州,Meizhou,441400.0,13,4,0,2020-02-10 21:36:08.643,2020-02-10,0.0,0.0,0.0
22337,广东省,Guangdong,440000,汕头,Shantou,440500.0,25,6,0,2020-02-10 21:36:08.643,2020-02-10,0.0,0.0,1.0
22347,广东省,Guangdong,440000,汕尾,Shanwei,441500.0,5,1,0,2020-02-10 21:36:08.643,2020-02-10,0.0,0.0,0.0
22339,广东省,Guangdong,440000,江门,Jiangmen,440700.0,20,4,0,2020-02-10 21:36:08.643,2020-02-10,1.0,0.0,3.0
22349,广东省,Guangdong,440000,河源,Heyuan,441600.0,3,1,0,2020-02-10 21:36:08.643,2020-02-10,0.0,0.0,1.0
22330,广东省,Guangdong,440000,深圳,Shenzhen,440300.0,369,56,0,2020-02-10 21:36:08.643,2020-02-10,3.0,0.0,10.0
22343,广东省,Guangdong,440000,清远,Qingyuan,441800.0,10,5,0,2020-02-10 21:36:08.643,2020-02-10,0.0,0.0,2.0
22338,广东省,Guangdong,440000,湛江,Zhanjiang,440800.0,21,7,0,2020-02-10 21:36:08.643,2020-02-10,0.0,0.0,1.0
22348,广东省,Guangdong,440000,潮州,Chaozhou,445100.0,5,0,0,2020-02-10 21:36:08.643,2020-02-10,0.0,0.0,0.0
22332,广东省,Guangdong,440000,珠海,Zhuhai,440400.0,85,4,0,2020-02-10 21:36:08.643,2020-02-10,2.0,0.0,0.0
22340,广东省,Guangdong,440000,肇庆,Zhaoqing,441200.0,15,4,1,2020-02-10 21:36:08.643,2020-02-10,1.0,0.0,1.0
22344,广东省,Guangdong,440000,茂名,Maoming,440900.0,10,1,0,2020-02-10 21:36:08.643,2020-02-10,0.0,0.0,0.0
22341,广东省,Guangdong,440000,阳江,Yangjiang,441700.0,13,1,0,2020-02-10 21:36:08.643,2020-02-10,0.0,0.0,0.0
22346,广东省,Guangdong,440000,韶关,Shaoguan,440200.0,6,3,0,2020-02-10 21:36:08.643,2020-02-10,0.0,0.0,1.0
22238,广西壮族自治区,Guangxi,450000,北海,Beihai,450500.0,35,3,0,2020-02-10 22:00:30.000,2020-02-10,2.0,0.0,0.0
22237,广西壮族自治区,Guangxi,450000,南宁,Nanning,450100.0,37,8,0,2020-02-10 22:00:30.000,2020-02-10,2.0,0.0,6.0
22243,广西壮族自治区,Guangxi,450000,来宾,Laibin,451300.0,11,0,0,2020-02-10 22:00:30.000,2020-02-10,4.0,0.0,0.0
22240,广西壮族自治区,Guangxi,450000,柳州,Liuzhou,450200.0,22,3,0,2020-02-10 22:00:30.000,2020-02-10,2.0,0.0,0.0
22239,广西壮族自治区,Guangxi,450000,桂林,Guilin,450300.0,30,5,0,2020-02-10 22:00:30.000,2020-02-10,1.0,0.0,0.0
22247,广西壮族自治区,Guangxi,450000,梧州,Wuzhou,450400.0,5,3,0,2020-02-10 22:00:30.000,2020-02-10,0.0,0.0,0.0
22241,广西壮族自治区,Guangxi,450000,河池,Hechi,451200.0,21,0,1,2020-02-10 22:00:30.000,2020-02-10,2.0,0.0,0.0
22244,广西壮族自治区,Guangxi,450000,玉林,Yulin,450900.0,9,1,0,2020-02-10 22:00:30.000,2020-02-10,0.0,0.0,0.0
22249,广西壮族自治区,Guangxi,450000,百色,Baise,451000.0,3,0,0,2020-02-10 22:00:30.000,2020-02-10,0.0,0.0,0.0
22246,广西壮族自治区,Guangxi,450000,贵港,Guigang,450800.0,8,0,0,2020-02-10 22:00:30.000,2020-02-10,1.0,0.0,0.0
22248,广西壮族自治区,Guangxi,450000,贺州,Hezhou,451100.0,4,0,0,2020-02-10 22:00:30.000,2020-02-10,0.0,0.0,0.0
22245,广西壮族自治区,Guangxi,450000,钦州,Qinzhou,450700.0,8,0,0,2020-02-10 22:00:30.000,2020-02-10,0.0,0.0,0.0
22242,广西壮族自治区,Guangxi,450000,防城港,Fangchenggang,450600.0,17,1,0,2020-02-10 22:00:30.000,2020-02-10,1.0,0.0,0.0
23722,新疆维吾尔自治区,Xinjiang,650000,乌鲁木齐,Urumqi,650100.0,20,0,0,2020-02-10 09:07:21.556,2020-02-10,0.0,0.0,0.0
23723,新疆维吾尔自治区,Xinjiang,650000,伊犁州,Yili,654000.0,10,0,0,2020-02-10 09:07:21.556,2020-02-10,0.0,0.0,0.0
23729,新疆维吾尔自治区,Xinjiang,650000,兵团第七师,Xinjiang Production and Construction Corps 7th Division,0.0,1,0,0,2020-02-10 09:07:21.556,2020-02-10,0.0,0.0,0.0
23724,新疆维吾尔自治区,Xinjiang,650000,兵团第九师,Xinjiang Production and Construction Corps 9th Division,0.0,4,0,0,2020-02-10 09:07:21.556,2020-02-10,0.0,0.0,0.0
23730,新疆维吾尔自治区,Xinjiang,650000,兵团第八师石河子市,"Shihezi, Xinjiang Production and Construction Corps 8th Division",0.0,1,0,0,2020-02-10 09:07:21.556,2020-02-10,0.0,0.0,0.0
23732,新疆维吾尔自治区,Xinjiang,650000,兵团第六师五家渠市,"Wujiaqu, Xinjiang Production and Construction Corps 5th Division",0.0,1,0,0,2020-02-10 09:07:21.556,2020-02-10,0.0,0.0,0.0
23733,新疆维吾尔自治区,Xinjiang,650000,兵团第十二师,Xinjiang Production and Construction Corps 12th Division,0.0,1,0,0,2020-02-10 09:07:21.556,2020-02-10,0.0,0.0,0.0
23727,新疆维吾尔自治区,Xinjiang,650000,兵团第四师,Xinjiang Production and Construction Corps 4th Division,0.0,3,0,0,2020-02-10 09:07:21.556,2020-02-10,,,
23728,新疆维吾尔自治区,Xinjiang,650000,吐鲁番,,650400.0,1,0,0,2020-02-10 09:07:21.556,2020-02-10,0.0,0.0,0.0
23726,新疆维吾尔自治区,Xinjiang,650000,巴州,Bayingolin Mongol Autonomous Prefecture,511902.0,3,0,0,2020-02-10 09:07:21.556,2020-02-10,0.0,0.0,0.0
23725,新疆维吾尔自治区,Xinjiang,650000,昌吉州,Changji,0.0,3,0,0,2020-02-10 09:07:21.556,2020-02-10,1.0,0.0,0.0
23731,新疆维吾尔自治区,Xinjiang,650000,阿克苏地区,Akesu,652900.0,1,0,0,2020-02-10 09:07:21.556,2020-02-10,0.0,0.0,0.0
22259,江苏省,Jiangsu,320000,南京,Nanjing,320100.0,78,22,0,2020-02-10 21:55:25.201,2020-02-10,7.0,0.0,0.0
22265,江苏省,Jiangsu,320000,南通,Nantong,320600.0,33,5,0,2020-02-10 21:55:25.201,2020-02-10,1.0,0.0,3.0
22271,江苏省,Jiangsu,320000,宿迁,Suqian,321300.0,12,3,0,2020-02-10 21:55:25.201,2020-02-10,0.0,0.0,3.0
22266,江苏省,Jiangsu,320000,常州,Changzhou,320400.0,31,6,0,2020-02-10 21:55:25.201,2020-02-10,0.0,0.0,0.0
22261,江苏省,Jiangsu,320000,徐州,Xuzhou,320300.0,60,8,0,2020-02-10 21:55:25.201,2020-02-10,4.0,0.0,0.0
22268,江苏省,Jiangsu,320000,扬州,Yangzhou,321000.0,18,3,0,2020-02-10 21:55:25.201,2020-02-10,0.0,0.0,1.0
22263,江苏省,Jiangsu,320000,无锡,Wuxi,320200.0,41,3,0,2020-02-10 21:55:25.201,2020-02-10,3.0,0.0,0.0
22267,江苏省,Jiangsu,320000,泰州,Taizhou,321200.0,31,5,0,2020-02-10 21:55:25.201,2020-02-10,1.0,0.0,1.0
22262,江苏省,Jiangsu,320000,淮安,Huainan,320800.0,46,5,0,2020-02-10 21:55:25.201,2020-02-10,2.0,0.0,0.0
22269,江苏省,Jiangsu,320000,盐城,Yancheng,320900.0,18,3,0,2020-02-10 21:55:25.201,2020-02-10,1.0,0.0,0.0
22260,江苏省,Jiangsu,320000,苏州,Suzhou,320500.0,77,13,0,2020-02-10 21:55:25.201,2020-02-10,2.0,0.0,2.0
22264,江苏省,Jiangsu,320000,连云港,Lianyungang,320700.0,35,4,0,2020-02-10 21:55:25.201,2020-02-10,3.0,0.0,0.0
22270,江苏省,Jiangsu,320000,镇江,Zhenjiang,321100.0,12,1,0,2020-02-10 21:55:25.201,2020-02-10,0.0,0.0,0.0
22287,江西省,Jiangxi,360000,上饶,Shangrao,361100.0,103,12,0,2020-02-10 21:51:21.591,2020-02-10,5.0,0.0,5.0
22288,江西省,Jiangxi,360000,九江,Jiujiang,360400.0,101,7,0,2020-02-10 21:51:21.591,2020-02-10,1.0,0.0,0.0
22285,江西省,Jiangxi,360000,南昌,Nanchang,360100.0,189,38,0,2020-02-10 21:51:21.591,2020-02-10,10.0,0.0,11.0
22293,江西省,Jiangxi,360000,吉安,Ji'an,360800.0,18,2,0,2020-02-10 21:51:21.591,2020-02-10,1.0,0.0,1.0
22289,江西省,Jiangxi,360000,宜春,Yichun,360900.0,77,10,0,2020-02-10 21:51:21.591,2020-02-10,3.0,0.0,4.0
22291,江西省,Jiangxi,360000,抚州,Fuzhou,361000.0,64,9,0,2020-02-10 21:51:21.591,2020-02-10,1.0,0.0,2.0
22286,江西省,Jiangxi,360000,新余,Xinyu,360500.0,105,18,0,2020-02-10 21:51:21.591,2020-02-10,5.0,0.0,5.0
22295,江西省,Jiangxi,360000,景德镇,Jingdezhen,360200.0,5,1,0,2020-02-10 21:51:21.591,2020-02-10,0.0,0.0,0.0
22292,江西省,Jiangxi,360000,萍乡,Pingxiang,360300.0,25,1,0,2020-02-10 21:51:21.591,2020-02-10,1.0,0.0,0.0
22290,江西省,Jiangxi,360000,赣州,Ganzhou,360700.0,71,6,1,2020-02-10 21:51:21.591,2020-02-10,2.0,1.0,4.0
